"uniqueID","Title","Authors","Source.Title","Publication.Year","exclude","reason.simplified","grazer.status","last.grazing.event","study.duration","lat","lon","elevation","country","n.sites","survey.technique","grazerspecies.indigenous","grazerspecies.domestic","site.lat","site.lon","site.elevation","plantedvsselfassembled","veg.class","openvsfenced","tilledvsleftalone","herbivores","fertilization","fire","publicvsprivate","year.initiated","year.finished","FloodEvent","hasData"
3202,"Grazing improves habitat suitability for many ground foraging birds in Mediterranean wooded grasslands","Leal, Ana I.; Acacio, Marta; Meyer, Christoph F. J.; Rainho, Ana; Palmeirim, Jorge M.","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2019,"no",NA,"domesticated","",1,38.7,-19.4883,"","Portugal","3","transects","no","yes","","","","SA","forest;grassland;shrubland","","LA","cattle;sheep;goat;pigs","","","private","2012","2012","","yes"
3208,"Grazing simplifies soil micro-food webs and decouples their relationships with ecosystem functions in grasslands","Wang, Bing; Wu, Liji; Chen, Dima; Wu, Ying; Hu, Shuijin; Li, Linghao; Bai, Yongfei","GLOBAL CHANGE BIOLOGY",2019,"no",NA,"domesticated and indigenous","10",1,46,114,"800","Mongolia","10","soil samples","no","yes","","","","","grassland","","","goat","","","","2010","2010","","yes"
3239,"Indirect effects of a large mammalian herbivore on small mammal populations: Context-dependent variation across habitat types, mammal species, and seasons","Ellis, Taylor D.; Cushman, J. Hall","ECOLOGY AND EVOLUTION",2018,"no",NA,"indigenous","1",2,38.2143777,-122.9769547,"","USA","3","trapping","yes","no","","","","SA","grassland;shrubland;coastal;wetland","","LA","tule elk;deer mice;meadow voles;harvest mice","","","public","2013","2014","","yes"
3240,"Indirect effects of grazing and nutrient addition on the hemipteran community of heather moorlands","Hartley, SE; Gardner, SM; Mitchell, RJ","JOURNAL OF APPLIED ECOLOGY",2003,"no",NA,"domesticated","1",3,56.9544,-4.0785,"","Scotland","4","suction","yes","yes","","","","","grassland","","","red deer;sheep;grouse;voles;hare;hemiptera","","","private","1993","1995","","yes"
3341,"Reciprocal facilitation between large herbivores and ants in a semi-arid grassland","Li, Xiaofei; Zhong, Zhiwei; Sanders, Dirk; Smit, Christian; Wang, Deli; Nummi, Petri; Zhu, Yu; Wang, Ling; Zhu, Hui; Hassan, Nazim","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"no",NA,"domesticated","",4,44.75,123.75,"","China","8","traps","no","yes","","","","","grassland","","","cattle;sheep;ants","","","","2010","2013","","yes"
3363,"Revegetation of farmland restores function and composition of epigaeic beetle assemblages","Gibb, H.; Cunningham, S. A.","BIOLOGICAL CONSERVATION",2010,"no",NA,"domesticated and indigenous","10",2,-35.2833,149.133,"600","Australia","20","pitfall","yes","yes","","","","SA;P","grassland;shrubland;forest","","","cattle;kangaroos;rabbits;beetles","","","private","2007","2008","","yes"
3373,"Searching for cover: soil enrichment and herbivore exclusion, not fire, enhance African savanna small-mammal abundance","Bergstrom, Bradley J.; Sensenig, Ryan L.; Augustine, David J.; Young, Truman P.","ECOSPHERE",2018,"no",NA,"domesticated","",3,0.2833,36.833,"","Kenya","6","trapping","yes","yes","","","","SA","grassland","","LA","cattle;elephant;giraffe;rodents","","yes","private","2006","2008","","yes"
3390,"Small mammal abundance and seed predation across boundaries in a restored-grazed woodland interface","Tabeni, Solana; Florencia Miguel, M.; Campos, Claudia M.; Cona, Monica","RESTORATION ECOLOGY",2018,"no",NA,"domesticated","54",2,-34.033,-69.9677,"","Argentina","6","trapping","no","yes","","","","SA","grassland;shrubland;forest","open","LA","cattle","","","public","2015","2016","","yes"
3413,"Subtle foodscape displacement of a native ungulate by free-ranging livestock in a forest agroecosystem","Wam, Hilde Karine; Herfindal, Ivar","ECOSPHERE",2018,"no",NA,"domesticated and indigenous","",1,60.2167,10.933,"","Norway","3","transects","yes","yes","","","","SA","forest","","LA","cattle;sheep;moose","","","private","2012","2012","","yes"
3456,"The value of newly created wood pastures for bird and grasshopper conservation","Roesch, Verena; Hoffmann, Malte; Diehl, Ulrich; Entling, Martin H.","BIOLOGICAL CONSERVATION",2019,"no",NA,"domesticated and indigenous","",1,49.1833,8.11667,"","Germany","24","transects","no","yes","","","","","forest;grassland","","","goats;sheep;cattle;horses;donkeys","","","private","2017","2017","","yes"
3484,"Web spider abundance is affected by sheep farming in the Karoo(</n>)","Henschel, Joh R.; Lubin, Yael","AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE",2018,"no",NA,"domesticated","30",2,-33.165,22.268,"","South Africa","2","transects","yes","yes","","","","","shrubland","fenced","","sheep;steenbok;kudu;aardvark","","","","2016","2017","","yes"
3490,"Negative effects of vertebrate on invertebrate herbivores mediated by enhanced plant nitrogen content","Zhu, Yu; Zhong, Zhiwei; Pages, Jordi F.; Finke, Deborah; Wang, Deli; Ma, Quanui; Hassan, Nazim; Zhu, Hui; Wang, Ling","JOURNAL OF ECOLOGY",2018,"no",NA,"domesticated","2",1,44.75,123.75,"","China","1","transect","no","yes","","","","","grassland","","","cattle;grasshoppers;leafhoppers","","","private","2014","2014","","yes"
3491,"Ecosystem engineering strengthens bottom-up and weakens top-down effects via trait-mediated indirect interactions","Zhong, Zhiwei; Li, Xiaofei; Pearson, Dean; Wang, Deli; Sanders, Dirk; Zhu, Yu; Wang, Ling","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2017,"no",NA,"domesticated","2",5,44.75,123.75,"","China","1","transect","no","yes","","","","","grassland","","","sheep;grasshoppers;planthoppers","","","private","2010","2014","","yes"
