"uniqueID","Title","Authors","Source.Title","Publication.Year","exclude","reason.simplified","grazer.status","last.grazing.event","study.duration","lat","lon","elevation","country","n.sites","survey.technique","grazerspecies.indigenous","grazerspecies.domestic","site.lat","site.lon","site.elevation","plantedvsselfassembled","veg.class","openvsfenced","tilledvsleftalone","herbivores","fertilization","fire","publicvsprivate","year.initiated","year.finished","FloodEvent","hasData"
769,"Effects of fire and grazing on an arid grassland ecosystem","Valone, TJ; Nordell, SE; Ernest, SKM","SOUTHWESTERN NATURALIST",2002,"no",NA,"domesticated","2",4,31.905753,-108.878107,"1675","US","12","Sherman traps","yes","yes","","","","","grassland","","","cattle;pronghorn;deer;lagomorphs","","yes","private","1996","1999","","yes"
770,"Influence of cattle grazing on population density and species richness of granivorous birds (Emberizidae) in the and plain of the Monte, Argentina","Gonnet, JM","JOURNAL OF ARID ENVIRONMENTS",2001,"no",NA,"domesticated","24",3,-34.0333,-67.967,"","Argentina","3","Point-counts","no","yes","","","","","grassland;shrubland;forest","fenced","","cattle","","","public;private","1995","1997","","yes"
776,"Lone star tick abundance, fire, and bison grazing in tallgrass prairie","Cully, JF","JOURNAL OF RANGE MANAGEMENT",1999,"no",NA,"indigenous","14",2,39.106876,-96.60914,"329","US","11","cloth dragging transect","no","yes","","","","SA","grassland","fenced","LA","bison;cattle;deer","","yes","private","1995","1996","","yes"
780,"Effects of grazing and prescribed fire on resource selection and nest survival of upland sandpipers in an experimental landscape","Sandercock, Brett K.; Alfaro-Barrios, Matilde; Casey, Ashley E.; Johnson, Tracey N.; Mong, Tony W.; Odom, Karan J.; Strum, Khara M.; Winder, Virginia L.","LANDSCAPE ECOLOGY",2015,"no",NA,"domesticated","30",8,39.106876,-96.60914,"329","US","60","rope dragging and systematic search","no","yes","","","","SA","grassland","","LA","bison;cattle","","yes","private","2001","2008","","yes"
799,"Response of winter birds to drought and short-duration grazing in southeastern Arizona","Bock, CE; Bock, JH","CONSERVATION BIOLOGY",1999,"no",NA,"domesticated","28",3,31.603211,-110.50746,"1487","US","1","transects","no","yes","","","","","grassland;shrubland;forest","","","cattle","","","private","1996","1998","","yes"
801,"Seasonal grazing impact on cryptogamic crusts in a cold desert ecosystem","Memmott, KL; Anderson, VJ; Monsen, SB","JOURNAL OF RANGE MANAGEMENT",1998,"no",NA,"domesticated","6",NA,42.31366,-113.369521,"1377","US","4","point frame","no","yes","","","","P","grassland;shrubland","","T","cattle","","","private","","","","yes"
830,"Impacts of grazing and burning on spider assemblages in dry eucalypt forests of north-eastern New South Wales, Australia","Harris, R; York, A; Beattie, AJ","AUSTRAL ECOLOGY",2003,"no",NA,"domesticated","",1,-29,152.5833,"","Australia","30","pitfall traps, sweep netting, litter","no","yes","","","","","grassland;shrubland;forest","","","cattle","","yes","","1997","1997","Yes","yes"
835,"Songbird community composition and nesting success in grazed and ungrazed pinyon-juniper woodlands","Goguen, CB; Mathews, NE","JOURNAL OF WILDLIFE MANAGEMENT",1998,"no",NA,"domesticated","20",1,36.773576,-104.485835,"1934","US","4","point count","no","yes","","","","","grassland;forest","","","cattle;elk;mule deer;black-tailed jackrabbit","","","private","1992","1992","","yes"
848,"Effects of grazing and invasive grasses on desert vertebrates in California","Germano, David J.; Rathbun, Galen B.; Saslaw, Lawrence R.","JOURNAL OF WILDLIFE MANAGEMENT",2012,"no",NA,"domesticated","10",10,35.401184,-119.54432,"160","US","1","walking census","no","yes","","","","","grassland;shrubland;desert","","","cattle;giant kangaroo rat;short-nosed kangaroo rat;antelope squirrel;packet mouse;Heermann's kangaroo rat","","yes","private","1997","2006","","yes"
857,"Consequences for host-parasitoid interactions of grazing-dependent habitat heterogeneity","Vanbergen, AJ; Hails, RS; Watt, AD; Jones, TH","JOURNAL OF ANIMAL ECOLOGY",2006,"no",NA,"domesticated",">10 years",1,57.5,2.5,"","Scotland","20","bag and excise","yes","yes","","","","","forest","","","cattle;sheep;horses;roe deer","","","","2003","2003","","yes"
870,"Testing the effects of deer grazing on two woodland rodents, bankvoles and woodmice","Buesching, C. D.; Newman, C.; Jones, J. T.; Macdonald, D. W.","BASIC AND APPLIED ECOLOGY",2011,"no",NA,"indigenous","4-6 years",3,51.773,-1.32,"","England","4","live trapping","yes","no","","","","SA","forest","","LA","roe deer;fallow deer;muntjac","","","","2001","2003","","yes"
874,"Habitat protection, cattle grazing and density-dependent reproduction in a desert tree","Aschero, Valeria; Vazquez, Diego P.","AUSTRAL ECOLOGY",2009,"no",NA,"domesticated","35",3,-34.01,-67.65,"","Argentina","5","observation","no","yes","","","","SA;P","grassland;shrubland;forest","","","cattle","","","public;private","2005","2007","","yes"
875,"Effects of large herbivores on murid rodents in a South African savanna","Hagenah, Nicole; Prins, Herbert H. T.; Olff, Han","JOURNAL OF TROPICAL ECOLOGY",2009,"no",NA,"indigenous","4-Feb",3,-28.22,32,"","South Africa","2","","yes","no","","","","SA","grassland;shrubland;forest","open","LA","rhino;elephant;giraffe;zebra;impala;hare;rodentia","","yes","public","2002","2004","","yes"
879,"Effects of sheep grazing on abundance and predators of field vole (Microtus agrestis) in upland Britain","Wheeler, Philip","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2008,"no",NA,"domesticated","?",2,NA,NA,"","England","16","vole sign survey","yes","yes","","","","","grassland;shrubland","","","sheep;field voles","","","public","2000","2001","","yes"
883,"Grasshopper abundance in an Arizona rangeland undergoing exurban development","Bock, Carl E.; Jones, Zacb E.; Bock, Jane H.","RANGELAND ECOLOGY & MANAGEMENT",2006,"no",NA,"domesticated","unknown",2,31.65,-110.58,"","USA","3","count","no","yes","","","","","grassland;shrubland;forest","","","cattle;horses;sheep","","","public;private","2003","2004","","yes"
892,"Making sense of a prairie butterfly paradox: The effects of grazing, time since fire, and sampling period on regal fritillary abundance","Moranz, Raymond A.; Fuhlendorf, Samuel D.; Engle, David M.","BIOLOGICAL CONSERVATION",2014,"no",NA,"domesticated","2005",3,37.968,-93.997,"229","USA","4","transect count","no","yes","","","","P","grassland","","","cattle","","yes","private","2005","2007","","yes"
929,"Abiotic effects predominate under prolonged livestock-induced disturbance","Eldridge, David J.; Val, James; James, Alex I.","AUSTRAL ECOLOGY",2011,"no",NA,"domesticated","28",1,-34.1,142.1,"65","Australia","7","line trapping","yes","yes","","","","SA","grassland;shrubland;forest","","","cattle;goats;kangaroos;rabbits;sheep","","","","2005","2005","","yes"
931,"Soil fauna in sheep-grazed hill pastures under organic and conventional livestock management and in an adjacent ungrazed pasture","Schon, N. L.; Mackay, A. D.; Minor, M. A.","PEDOBIOLOGIA",2011,"no",NA,"domesticated","20",1,-40.3,175.83,"300","New Zealand","1","soil sampling","no","yes","","","","","grassland","fenced","","sheep;soil macrofauna","yes;no","","public","2007","2007","","yes"
962,"DECOMPOSITION OF LEAVES OF AVENELLA-FLEXUOSA AND MICROARTHROPOD SUCCESSION IN GRAZED AND UNGRAZED GRASSLANDS","SIEPEL, H","PEDOBIOLOGIA",1990,"no",NA,"domesticated",">20",NA,52.064,5.942,"89","Netherlands","1","litter bags, soil samples","","","","","","","","","","","","","","","","","yes"
977,"Both bottom-up and top-down processes contribute to plant diversity maintenance in an edaphically heterogeneous ecosystem","Denyer, Joanne L.; Hartley, Susan E.; John, Elizabeth A.","JOURNAL OF ECOLOGY",2010,"no",NA,"domesticated","1;4;6",7,50.79,0.19,"94","UK","3","pellet count","yes","yes","","","","","grassland;shrubland","","","sheep;rabbits;ponies","","","public","1997","2003","","yes"
981,"EFFECTS OF ROTATIONAL GRAZING ON RODENTS AND RAPTORS IN A COASTAL GRASSLAND","Johnson, Matthew D.; Horn, Christa M.","WESTERN NORTH AMERICAN NATURALIST",2008,"no",NA,"domesticated","15",2,40.812,-124.19,"0","USA","1","grid trapping, counting","no","yes","","","","","grassland","fenced","","cattle","","","public","2003","2004","","yes"
1003,"THE EFFECTS OF SHEEP-GRAZING ON THE SUBTERRANEAN TERMITE FAUNA (ISOPTERA) OF THE WESTERN-AUSTRALIAN WHEAT-BELT","ABENSPERGTRAUN, M","AUSTRALIAN JOURNAL OF ECOLOGY",1992,"no",NA,"domesticated",">100",1,-31.63,117.71,"275","Australia","5","trench traps","no","yes","","","","","grassland;shrubland;forest","","","sheep","","","","1991","1991","","yes"
1020,"Effects of Invasive Amur Honeysuckle (Lonicera maackii) and White-Tailed Deer (Odocoileus virginianus) on Litter-Dwelling Arthropod Communities","Christopher, Cory C.; Cameron, Guy N.","AMERICAN MIDLAND NATURALIST",2012,"no",NA,"indigenous","",2,39.126,-84.245,"230","USA","1","quadrat sampling","yes","no","","","","SA","forest","","LA","deer","","","private","2005","2006","","yes"
1033,"Benefits of habitat restoration to small mammal diversity and abundance in a pastoral agricultural landscape in mid-Wales","Moro, Dorian; Gadal, Stephanie","BIODIVERSITY AND CONSERVATION",2007,"no",NA,"domesticated","",1,51.866,-3.904,"256","UK","5","trapping","no","yes","","","","SA;P","grassland;shrubland;forest;wetland","","","cattle;sheep;bank voles;field voles;wood mice;common shrew","","","private","2004","2004","","yes"
1040,"Avian responses to late-season grazing in a shrub-willow floodplain","Stanley, TR; Knopf, FL","CONSERVATION BIOLOGY",2002,"no",NA,"domesticated","6",7,40.617,-106.281,"2503","USA","4","counts","no","yes","","","","","grassland;shrubland;wetland","","","cattle","","","public","1981","1987","","yes"
1095,"Megaherbivores and cattle alter edge effects around ecosystem hotspots in an African savanna","Porensky, Lauren M.; Bucher, Solveig Franziska; Veblen, Kari E.; Treydte, Anna C.; Young, Truman P.","JOURNAL OF ARID ENVIRONMENTS",2013,"no",NA,"domesticated and indigenous","4",4,0.283,36.867,"1800","Tanzania ","1","transect","yes","yes","","","","","grassland;shrubland;forest","","","cattle;hares;rodents;invertebrates;Grevy's zebra;Burchell's zebra;eland;oryx;hertebeest;steinbuck;Grant's gazelle;warthog;bush duiker;impala;buffalo;giraffe;elephant","","","private","2006","2009","","yes"
1099,"Finding solutions for bird restoration and livestock management: comparing grazing exclusion levels","Nelson, Kara S.; Gray, Elizabeth M.; Evans, James R.","ECOLOGICAL APPLICATIONS",2011,"no",NA,"domesticated","1,2,3,4,5,6",6,37.413,-121.219,"266","USA","2","variale circular plot","no","yes","","","","","grassland;forest;wetland","","","cattle","","","private","2001","2006","","yes"
1104,"Abundance of cottontails (Sylvilagus) in an exurbanizing southwestern savanna","Bock, Carl E.; Jones, Zach F.; Bock, Jane H.","SOUTHWESTERN NATURALIST",2006,"no",NA,"domesticated","24",3,31.65,-110.6,"1450","USA","1","count","no","yes","","","","","grassland;shrubland;forest","","","cattle;horses;sheep","","yes","public","2003","2005","","yes"
1139,"Does Cattle Grazing Affect Ant Abundance and Diversity in Temperate Grasslands?","Schmidt, Amanda C.; Fraser, Lauchlan H.; Carlyle, Cameron N.; Bassett, Eleanor R. L.","RANGELAND ECOLOGY & MANAGEMENT",2012,"no",NA,"domesticated","20",2,50.767,-120.466,"500;900","Canada","2","pit traps","no","yes","","","","","grassland","","","cattle","","","public","2007","2008","","yes"
1147,"The Effects of Winter Burning and Grazing on Resources and Survival of Texas Horned Lizards in a Thornscrub Ecosystem","Hellgren, Eric C.; Burrow, Anna L.; Kazmaier, Richard T.; Ruthven, Donald C., III","JOURNAL OF WILDLIFE MANAGEMENT",2010,"no",NA,"domesticated","",4,28.323,-99.428,"155","USA","1","animal tracking","no","yes","","","","","grassland;shrubland;forest","","","cattle","","yes","public","1998","2001","","yes"
1187,"Does the ice rat Otomys sloggetti robertsi contribute to habitat change in Lesotho?","Mokotjomela, Thabiso; Schwaibold, Ute; Pillay, Neville","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY",2009,"no",NA,"domesticated","<1",1,-29.616,29.233,"2925","Lesotho","1","counted burrows","no","yes","","","","SA","grassland;shrubland;forest;wetland","","LA","ice rats;cattle;sheep;goats","","","","2006","2006","","yes"
1190,"Soil and decomposer responses to grazing exclusion are weak in mountain snow-beds","Virtanen, Risto; Salminen, Janne; Strommer, Rauni","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY",2008,"no",NA,"indigenous","5;15",16,69.01,20.833,"350","Finland","1","soil sampling","yes","no","","","","SA","tundra","","LA","lemmings;reindeer","","","","1985","2000","","yes"
1235,"Indirect effects of domestic and wild herbivores on butterflies in an African savanna","Wilkerson, Marit L.; Roche, Leslie M.; Young, Truman P.","ECOLOGY AND EVOLUTION",2013,"no",NA,"domesticated and indigenous","",3,0.283,37.866,"1800","Kenya","3","collection","yes","yes","","","","SA","grassland;shrubland;forest","","LA","cattle;zebras;Grant's gazelles;giraffes;elephants;oryx;hartebeests;elands;buffalo","","","private","2007","2009","","yes"
1242,"Twice-Over Rotational Grazing and Its Impacts on Grassland Songbird Abundance and Habitat Structure","Ranellucci, Cristina L.; Koper, Nicola; Henderson, Darcy C.","RANGELAND ECOLOGY & MANAGEMENT",2012,"no",NA,"domesticated","5",2,49.61,-100.69,"430","Canada","23","bird counts","no","yes","","","","SA;P","grassland;shrubland;forest","","","cattle","","","","2008","2009","Yes","yes"
1274,"Cattle grating and avian communities of the St. Lawrence River Islands","Belanger, L; Picard, M","JOURNAL OF RANGE MANAGEMENT",1999,"no",NA,"domesticated","30",1,46.086,-72.98,"4","Canada`","3`","bird survey","no","yes","","","","SA","grassland","open","","cattle;sheep","","","","1993","1993","Yes","yes"
1302,"Conservation of small and medium-sized mammals following native woodland regrowth: A case study in a long-term UNESCO Biosphere Reserve, Argentina","Tabeni, S.; Spirito, F.; Ojeda, R. A.","JOURNAL OF ARID ENVIRONMENTS",2013,"no",NA,"domesticated","50",2,-34.04,-67.9667,"523","Argentina","6","trapping","no","yes","","","","","grassland;shrubland;forest;desert","","","cattle;rodentia;lagomorph","","","public;private","2001","2002","","yes"
1304,"Nematode community responses to a moisture gradient and grazing along a restored riparian corridor","Briar, Shabeg S.; Culman, Steven W.; Young-Mathews, Anna; Jackson, Louise E.; Ferris, Howard","EUROPEAN JOURNAL OF SOIL BIOLOGY",2012,"no",NA,"domesticated","unknown",2,38.596,-121.849,"21","USA","6","soil cores","no","yes","","","","P","grassland;wetland","","","sheep;goats","","","private","2007","2008","Yes","yes"
1316,"Effects of white-tailed deer on the native earthworm, Eisenoides carolinensis, in the southern Appalachian Mountains, USA","Rearick, Daniel; Kintz, Laura; Burke, Katherine L.; Ransom, Tami S.","PEDOBIOLOGIA",2011,"no",NA,"indigenous","3",4,31.3667,-80.5167,"1160","USA","1","electroshocking","yes","no","","","","SA","forest","","LA","white-tailed deer","","","private","2006","2009","","yes"
1318,"Vesper Sparrows and Western Meadowlarks Show a Mixed Response to Cattle Grazing in the Intermountain Region of British Columbia","Harrison, Megan L.; Mahony, Nancy A.; Robinson, Pat; Newbury, Alicia; Green, David J.","AVIAN CONSERVATION AND ECOLOGY",2010,"no",NA,"domesticated","15; >30",2,52.1417,-122.1417,"671","Canada","3","point count","yes","yes","","","","","grassland","","","mule deer;bighorn sheep;cattle","","","public;private","2007","2008","","yes"
1321,"Does Long-term Grazing by Pack Stock in Subalpine Wet Meadows Result in Lasting Effects on Arthropod Assemblages?","Holmquist, Jeffrey G.; Schmidt-Gengenbach, Jutta; Haultain, Sylvia A.","WETLANDS",2010,"no",NA,"domesticated","18",1,36.4833,-118.433,"2945","USA","10","sweep nets; baited traps","no","yes","","","","SA","grassland;wetland","","LA","cattle","","","public","2008","2008","","yes"
1354,"Influence of cattle on browsing and grazing wildlife varies with rainfall and presence of megaherbivores","Kimuyu, Duncan M.; Veblen, Kari E.; Riginos, Corinna; Chira, Robert M.; Githaiga, John M.; Young, Truman P.","ECOLOGICAL APPLICATIONS",2017,"no",NA,"domesticated","19",10,0.2833,36.8667,"1800","Kenya","3","dung surveys","yes","yes","","","","SA","grassland;shrubland;forest","","LA","plains Zebra;Grevy's zebra;hartebeest;oryx;buffalo;giraffes;steinbuck;elephant;eland;Grant's gazelle;cattle","","","private","2005","2014","","yes"
1370,"Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah","van der Plas, Fons; Olff, Han","OECOLOGIA",2014,"no",NA,"indigenous","10",10,-28.4667,31.6833,"696","South Africa","8","sweep netting","yes","no","","","","SA","grassland;shrubland;forest","","LA","white rhino;cape buffalo;wildebeest;plains zebra;nyala;impala;warthog","","yes","public","2001","2010","","yes"
1373,"Termites, Large Herbivores, and Herbaceous Plant Dominance Structure Small Mammal Communities in Savannahs","Okullo, Paul; Greve, Peter M. K.; Moe, Stein R.","ECOSYSTEMS",2013,"no",NA,"indigenous","up to 2",3,-0.6,30.95,"","Uganda","2","Sherman live traps","yes","no","","","","SA","grassland;shrubland;forest","","LA","impala;African buffalo;Burchell's zebra;bushbuck;warthogs;Mus
 minutoides;Aethomys kaise_;Arvicanthis nilo","","","public","2005","2007","","yes"
1380,"Is livestock grazing compatible with amphibian diversity in the High Mountains of Crdoba, Argentina?","Verga, Ernesto G.; Leynaud, Gerardo C.; Lescano, Julian N.; Bellis, Laura M.","EUROPEAN JOURNAL OF WILDLIFE RESEARCH",2012,"no",NA,"domesticated","14",3,-31.4,-64.7667,"1820","Argentina","3","Visual and auditory surveys","no","yes","","","","","grassland;forest","","","cattle","","","","2009","2011","","yes"
1387,"Response of Rodents to Wildfire and Livestock Grazing in an Arizona Desert Grassland","Bock, Carl E.; Jones, Zach F.; Kennedy, Linda J.; Bock, Jane H.","AMERICAN MIDLAND NATURALIST",2011,"no",NA,"domesticated","39",7,31.65,-110.533,"1500","USA","6","Sherman livetraps","no","yes","","","","","grassland;shrubland;forest","","","cattle;rodents","","yes","private","2001","2007","","yes"
1399,"CONSEQUENCES OF CATTLE INTRODUCTION IN A SHRUBSTEPPE ECOSYSTEM: INDIRECT EFFECTS ON DESERT HORNED LIZARDS (PHRYNOSOMA PLATYRHINOS)","Newbold, T. A. Scott; MacMahon, James A.","WESTERN NORTH AMERICAN NATURALIST",2008,"no",NA,"domesticated","2",3,NA,NA,"1450","United states","1","scat counts; pitfall traps","no","yes","","","","","grassland;shrubland","open","","cattle;sheep;ants","","","","2001","2003","","yes"
1404,"Vegetation responses to 35 and 55 years of native ungulate grazing in shrubsteppe communities","Rexroad, Echo A.; Beard, Karen H.; Kulmatiski, Andrew","WESTERN NORTH AMERICAN NATURALIST",2007,"no",NA,"indigenous","up to 55",1,48,-120.833,"421","United states","3","sweep net","yes","no","","","","SA","shrubland;forest","","LA","elk;white-tailed deer;mule deer;moose;big horn sheep","","","public","2003","2003","","yes"
1414,"Lagomorph abundance around yellow-eyed penguin (Megadyptes antipodes) colonies, South Island, New Zealand","Moller, H; Keedwell, R; Ratz, H; Bruce, L","NEW ZEALAND JOURNAL OF ECOLOGY",1998,"no",NA,"domesticated","unknown",3,-45.4167,170.7,NA,"New Zealand","2","scat couts","yes","yes","","","","","grassland","","","sheep;cattle;lagomorphs","","","public;private","1991","1993","","yes"
1445,"Predator indices from artificial nests and tracking tunnels: do they tell the same story?","Getzlaff, Christy L.; Sievwright, Karin A.; Hickey-Elliott, Andree B.; Armstrong, Doug P.","NEW ZEALAND JOURNAL OF ECOLOGY",2013,"no",NA,"domesticated","unknown",4,-38.46666667,175.4166667,NA,"New Zealand","5","tracking tunnel/artificial nest","no","yes","","","","","forest","","","rats;livestock?","","","","2009","2012","","yes"
1466,"Effects of rotational grazing on nesting ducks in California","Carroll, L. Chantelle; Arnold, Todd W.; Beam, John A.","JOURNAL OF WILDLIFE MANAGEMENT",2007,"no",NA,"domesticated","up to 2",3,37.1,-120.8166667,NA,"USA","1","Klett et al. (1986)","no","yes","","","","P","grassland;shrubland","","","reindeer;cattle","","","public","1995","1997","","yes"
1486,"Mammal-induced trophic cascades in invertebrate food webs are modulated by grazing intensity in subalpine grassland","Vandegehuchte, Martijn L.; Schutz, Martin; de Schaetzen, Frederic; Risch, Anita C.","JOURNAL OF ANIMAL ECOLOGY",2017,"no",NA,"indigenous","5",5,46.66666667,10.25,NA,"Switzerland","1","pitfall traps; suction sampler","yes","yes","","","","","grassland","open","","cattle;sheep;red deer;chamois;alpine marmot;moutain hare","","","public","2009","2013","","yes"
1501,"The impact of grazing management on Orthoptera abundance varies over the season in Mediterranean steppe-like grassland","Fonderflick, Jocelyn; Besnard, Aurelien; Beuret, Aurore; Dalmais, Mathieux; Schatz, Bertrand","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY",2014,"no",NA,"domesticated","6",1,44.28333333,3.516666667,"1050","France","1","line transect","no","yes","","","","","grassland","","","sheep;orthoptera","","","public;private","2010","2010","","yes"
1502,"Does the Aboveground Herbivore Assemblage Influence Soil Bacterial Community Composition and Richness in Subalpine Grasslands?","Hodel, Melanie; Schuetz, Martin; Vandegehuchte, Martijn L.; Frey, Beat; Albrecht, Matthias; Busse, Matt D.; Risch, Anita C.","MICROBIAL ECOLOGY",2014,"no",NA,"indigenous","5",3,46.66666667,10.25,NA,"Switzerland","1","dna extraction; soil microbial biomass carbon","yes","yes","","","","SA","grassland;forest","","LA","cattle;sheep;red deer;chamois;marmot;snow hare;rodents;invertebrates","","","public","2009","2011","","yes"
1510,"INFLUENCE OF GRAZING EXCLUSION ON SOIL MACRO-INVERTEBRATE DIVERSITY IN DEGRADED SANDY GRASSLAND (INNER MONGOLIA, CHINA)","Liu, Ren-Tao; Zhao, Ha-Lin; Zhao, Xue-Yong","POLISH JOURNAL OF ECOLOGY",2012,"no",NA,"domesticated","15",1,42.91666667,120.7,"360","China","1","soil cores","no","yes","","","","SA","grassland;desert","","LA","sheep","","","public","2008","2008","","yes"
1528,"The effect of livestock grazing on the rainbow grasshopper: Population differences and ecological correlates","DeBano, Sandra J.","WESTERN NORTH AMERICAN NATURALIST",2006,"no",NA,"domesticated","26",1,31.6,-110.5,"1500","USA","4","wire ring","no","yes","","","","","grassland","","","cattle","","","public;private","1994","1994","","yes"
1529,"The effects of livestock on California ground squirrels (Spermophilus beecheyii)","Fehmi, JS; Russo, SE; Bartolome, JW","RANGELAND ECOLOGY & MANAGEMENT",2005,"no",NA,"domesticated",">100 but not 3 years before study",4,37.58333333,-121.7,"305","USA","3","surveyed colonies","no","yes","","","","","grassland","","","cattle","","","public","1991","1994","","yes"
1553,"Rewilding with large herbivores: Direct effects and edge effects of grazing refuges on plant and invertebrate communities","van Klink, Roel; Ruifrok, Jasper L.; Smit, Christian","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2016,"no",NA,"indigenous","27",4,52.43333333,5.35,NA,"Netherlands","5","pitfall trap; soil sieving","yes","yes","","","","","grassland;shrubland","","","heck cattle;konik horses;red deer;roe deer;hare","","","public","2010","2013","","yes"
1572,"Corticosterone Metabolite Concentrations in Greater Sage-Grouse Are Positively Associated With the Presence of Cattle Grazing","Jankowski, M. D.; Russell, R. E.; Franson, J. C.; Dusek, R. J.; Hines, M. K.; Gregg, M.; Hofmeister, E. K.","RANGELAND ECOLOGY & MANAGEMENT",2014,"no",NA,"domesticated","up to 13",2,NA,NA,NA,"USA","2","fecal samples/spotlight and netting","no","yes","","","","","grassland;shrubland","","","cattle;sage grouse","","","public","2005","2006","","yes"
1586,"Fire Ants, Cattle Grazing, and the Endangered Florida Grasshopper Sparrow","Tucker, James W., Jr.; Schrott, Gregory R.; Bowman, Reed","SOUTHEASTERN NATURALIST",2010,"no",NA,"domesticated","21",2,27.58333333,-81.01666667,NA,"USA","1","survey; baited traps","no","yes","","","","","grassland","","","cattle","","","private","2005","2006","","yes"
1613,"Mammalian herbivores affect leafhoppers associated with specific plant functional types at different timescales","Vandegehuchte, Martijn L.; Trivellone, Valeria; Schuetz, Martin; Firn, Jennifer; de Schaetzen, Frederic; Risch, Anita C.","FUNCTIONAL ECOLOGY",2018,"no",NA,"indigenous","5",1,46.66666667,10.25,NA,"Switzerland","1","suction sampler","yes","no","","","","SA","grassland","open","LA","red deer;chamois;alpine marmot;moutain hare;rodents","","","public","2013","2013","","yes"
1618,"Impacts of contrasting conservation grazing management on plants and carabid beetles in upland calcareous grasslands","Lyons, Ashley; Ashton, Paul A.; Powell, Ian; Oxbrough, Anne","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2017,"no",NA,"domesticated","at least 10",1,54.18333333,-2.35,"300","UK","3","pitfall trap","no","yes","","","","","grassland","","","cattle;sheep","","","public","2013","2013","","yes"
1649,"Elk, sagebrush, and saprotrophs: indirect top-down control on microbial community composition and function","Peschel, Anna R.; Zak, Donald R.; Cline, Lauren C.; Freedman, Zachary","ECOLOGY",2015,"no",NA,"indigenous","up to 80",1,43.48333333,-110.7333333,"2000","USA","4","soil cores","yes","no","","","","SA","grassland","","LA","elk;moose;mule deer;American bison;pronghorn;bighorn sheep","","yes","public","2013","2013","","yes"
1656,"Grazing Protection Influences Soil Mesofauna in Ungrazed and Grazed Riparian and Upland Pastures","Miller, Jim J.; Battigelli, Jeffrey P.; Willms, Walter D.","RANGELAND ECOLOGY & MANAGEMENT",2014,"no",NA,"domesticated","11",1,50.1,-112.5833333,NA,"Canada","2","soil cores","no","yes","","","","","grassland;wetland","","","cattle","","","","2012","2012","","yes"
1657,"Fertilisation, cattle grazing and voles: collapse of meadow vole populations in young forests?","Sullivan, Thomas P.; Sullivan, Druscilla S.","WILDLIFE RESEARCH",2014,"no",NA,"domesticated","up to 15",10,50.06666667,-119.5666667,"1230","Canada","1","traps","yes","yes","","","","","forest","","LA","cattle;meadow vole","yes","","public;private","1993","2002","","yes"
1660,"Soil nematode assemblage responds weakly to grazer exclusion on a nutrient-rich seabird island","Andriuzzi, Walter S.; Keith, Aidan M.; Bardgett, Richard D.; van der Wal, Rene","EUROPEAN JOURNAL OF SOIL BIOLOGY",2013,"no",NA,"indigenous","8",9,56.18333333,-2.55,NA,"Scotland","4","soil cores","yes","no","","","","","grassland","open","","rabbits","","","","2003","2011","","yes"
1689,"Complex effects of mammalian grazing on extramatrical mycelial biomass in the Scandes forest-tundra ecotone","Vowles, Tage; Lindwall, Frida; Ekblad, Alf; Bahram, Mohammad; Furneaux, Brendan R.; Ryberg, Martin; Bjork, Robert G.","ECOLOGY AND EVOLUTION",2018,"no",NA,"indigenous","16",1,61,12,"850","Norway; Sweeden","5","soil core","no","yes","","","930;840;880;800;460","","shrubland;forest","","","reindeer","","","","2011","2011","","yes"
1697,"Grazing and the Coupling of Biodiversity in Vascular Plant and Soil Microbial Communities","Girard-Cartier, Caroline B.; Kleppel, Gary S.","NORTHEASTERN NATURALIST",2017,"no",NA,"domesticated","up to 30",2,42.68333333,-74,"unknown","USA","2","soil core","no","yes","","","","","grassland","","","sheep","","","public;private","2013","2014","","yes"
1710,"Tidal flooding diminishes the effects of livestock grazing on soil micro-food webs in a coastal saltmarsh","Yang, Zaichao; Nolte, Stefanie; Wu, Jihua","AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2017,"no",NA,"domesticated","2",2,31.46666667,121.9333333,"0.38","China","6","soil core","no","yes","","","","","wetland","open","","cattle","","","","2014","2015","Yes","yes"
1712,"Long-term livestock grazing increases the recruitment success of epigeal termites: insights from a > 75-year grazing experiment in the Karoo, South Africa","Hagan, James G.; du Toit, Justin C. O.; Cramer, Michael D.","AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE",2017,"no",NA,"domesticated","81",56,-31.48333333,24.05,"1 265","South Africa","1","direct measurement & photograph","no","yes","","","","","grassland;shrubland","","","sheep","","","private","1960","2015","","yes"
1720,"Effects of livestock grazing on an Afromontane grassland bird community in the Bale Mountains of Ethiopia","Mamo, Yosef; Asefa, Addisu; Mengesha, Girma","AFRICAN JOURNAL OF ECOLOGY",2016,"no",NA,"domesticated","unknown",1,6.883333333,39.73333333,"3056-3096","Ethiopia","2","transect","no","yes","","","","","grassland;shrubland","","","cattle;horses","","","public","2014","2014","","yes"
